30:35:AD,Apple
30:63:6B,Apple
30:90:AB,Apple
30:F7:C5,Apple
34:12:F9,Apple
34:15:9E,Apple
34:36:3B,Apple
34:51:C9,Apple
34:A3:95,Apple
34:C0:59,Apple
34:E2:FD,Apple
38:48:4C,Apple
38:B5:4D,Apple
38:C9:86,Apple
3C:07:54,Apple
3C:15:C2,Apple
3C:2E:F9,Apple
40:30:04,Apple
40:3C:FC,Apple
40:6C:8F,Apple
40:A6:D9,Apple
40:B3:95,Apple
40:CB:C0,Apple
40:D3:2D,Apple
44:2A:60,Apple
44:4C:0C,Apple
44:D8:84,Apple
44:FB:42,Apple
48:43:7C,Apple
48:60:BC,Apple
48:74:6E,Apple
48:A1:95,Apple
48:BF:6B,Apple
48:D7:05,Apple
4C:32:75,Apple
4C:57:CA,Apple
4C:7C:5F,Apple
4C:8D:79,Apple
50:32:37,Apple
50:33:8B,Apple
50:82:D5,Apple
50:EA:D6,Apple
54:26:96,Apple
54:4E:90,Apple
54:72:4F,Apple
54:9F:13,Apple
54:AE:27,Apple
54:E4:3A,Apple
58:1F:AA,Apple
58:40:4E,Apple
58:55:CA,Apple
58:B0:35,Apple
5C:59:48,Apple
5C:5F:67,Apple
5C:95:AE,Apple
5C:96:9D,Apple
5C:97:F3,Apple
5C:F9:38,Apple
60:33:4B,Apple
60:69:44,Apple
60:8C:4A,Apple
60:A3:7D,Apple
60:C5:47,Apple
60:D9:C7,Apple
60:F8:1D,Apple
60:FA:CD,Apple
60:FB:42,Apple
64:20:0C,Apple
64:76:BA,Apple
64:A3:CB,Apple
64:A5:C3,Apple
64:B0:A6,Apple
64:B9:E8,Apple
64:E6:82,Apple
68:09:27,Apple
68:5B:35,Apple
68:64:4B,Apple
68:96:7B,Apple
68:A8:6D,Apple
68:AE:20,Apple
68:D9:3C,Apple
68:FB:7E,Apple
6C:19:C0,Apple
6C:3E:6D,Apple
6C:40:08,Apple
6C:4D:73,Apple
6C:70:9F,Apple
6C:72:E7,Apple
6C:8D:C1,Apple
6C:94:66,Apple
6C:96:CF,Apple
6C:AB:31,Apple
70:11:24,Apple
70:14:A6,Apple
70:3E:AC,Apple
70:48:0F,Apple
70:56:81,Apple
70:73:CB,Apple
70:A2:B3,Apple
70:CD:60,Apple
70:DE:E2,Apple
70:EC:E4,Apple
74:1B:B2,Apple
74:E1:B6,Apple
74:E2:F5,Apple
78:31:C1,Apple
78:67:D7,Apple
78:7B:8A,Apple
78:A3:E4,Apple
78:CA:39,Apple
78:D7:5F,Apple
78:FD:94,Apple
7C:01:91,Apple
7C:04:D0,Apple
7C:11:BE,Apple
7C:50:49,Apple
7C:6D:62,Apple
7C:6D:F8,Apple
7C:C3:A1,Apple
7C:D1:C3,Apple
7C:F0:5F,Apple
80:49:71,Apple
80:92:9F,Apple
80:9B:20,Apple
80:BE:05,Apple
80:E6:50,Apple
84:38:35,Apple
84:85:06,Apple
84:89:AD,Apple
84:8E:0C,Apple
84:A1:34,Apple
84:FC:FE,Apple
88:1F:A1,Apple
88:53:95,Apple
88:63:DF,Apple
88:66:5A,Apple
88:75:98,Apple
88:C6:63,Apple
88:CB:87,Apple
88:E8:7F,Apple
8C:00:6D,Apple
8C:2D:AA,Apple
8C:58:77,Apple
8C:7A:15,Apple
8C:7C:92,Apple
8C:85:90,Apple
8C:8E:F2,Apple
90:27:E4,Apple
90:72:40,Apple
90:84:0D,Apple
90:8D:6C,Apple
90:B0:ED,Apple
90:B2:1F,Apple
94:E9:6A,Apple
94:F6:A3,Apple
98:01:A7,Apple
98:03:D8,Apple
98:5A:EB,Apple
98:B8:E3,Apple
98:D6:BB,Apple
98:E0:D9,Apple
98:F0:AB,Apple
98:FE:94,Apple
9C:04:EB,Apple
9C:20:7B,Apple
9C:35:5B,Apple
9C:84:BF,Apple
9C:F4:8E,Apple
9C:FC:E8,Apple
A0:18:28,Apple
A0:3B:E3,Apple
A0:4E:A7,Apple
A0:56:F3,Apple
A0:99:9B,Apple
A0:D7:95,Apple
A4:31:35,Apple
A4:5E:60,Apple
A4:67:06,Apple
A4:83:E7,Apple
A4:B1:97,Apple
A4:C3:61,Apple
A4:D1:8C,Apple
A4:D1:D2,Apple
A4:E9:75,Apple
A8:20:66,Apple
A8:5B:78,Apple
A8:60:B6,Apple
A8:66:7F,Apple
A8:86:DD,Apple
A8:96:8A,Apple
A8:BB:CF,Apple
A8:FA:D8,Apple
AC:1F:74,Apple
AC:29:3A,Apple
AC:3C:0B,Apple
AC:61:EA,Apple
AC:87:A3,Apple
AC:BC:32,Apple
AC:CF:5C,Apple
AC:E4:B5,Apple
AC:FD:EC,Apple
B0:09:DA,Apple
B0:34:95,Apple
B0:65:BD,Apple
B0:70:2D,Apple
B0:CA:68,Apple
B4:18:D1,Apple
B4:8B:19,Apple
B4:F0:AB,Apple
B4:F6:1C,Apple
B8:09:8A,Apple
B8:17:C2,Apple
B8:41:A4,Apple
B8:44:D9,Apple
B8:53:AC,Apple
B8:63:4D,Apple
B8:78:2E,Apple
B8:C1:11,Apple
B8:C7:5D,Apple
B8:E8:56,Apple
B8:F6:B1,Apple
BC:3B:AF,Apple
BC:52:B7,Apple
BC:54:2F,Apple
BC:67:1C,Apple
BC:6C:21,Apple
BC:92:6B,Apple
BC:9F:EF,Apple
C0:1A:DA,Apple
C0:25:A2,Apple
C0:33:5E,Apple
C0:63:94,Apple
C0:84:7D,Apple
C0:9F:42,Apple
C0:B6:58,Apple
C0:CC:F8,Apple
C0:CE:CD,Apple
C0:D0:12,Apple
C0:F2:FB,Apple
C4:2C:03,Apple
C4:B3:01,Apple
C8:2A:14,Apple
C8:33:4B,Apple
C8:3C:85,Apple
C8:69:CD,Apple
C8:6F:1D,Apple
C8:85:50,Apple
C8:89:F3,Apple
C8:B5:B7,Apple
C8:BC:C8,Apple
C8:D0:83,Apple
C8:E0:EB,Apple
C8:F6:50,Apple
CC:08:E0,Apple
CC:20:E8,Apple
CC:25:EF,Apple
CC:29:F5,Apple
CC:2D:B7,Apple
CC:44:63,Apple
CC:78:5F,Apple
D0:03:4B,Apple
D0:23:DB,Apple
D0:25:98,Apple
D0:33:11,Apple
D0:4F:7E,Apple
D0:81:7A,Apple
D0:A6:37,Apple
D0:C5:F3,Apple
D0:D2:B0,Apple
D0:E1:40,Apple
D4:61:9D,Apple
D4:9A:20,Apple
D4:A3:3D,Apple
D4:DC:CD,Apple
D4:F4:6F,Apple
D8:00:4D,Apple
D8:30:62,Apple
D8:8F:76,Apple
D8:96:95,Apple
D8:9E:3F,Apple
D8:A2:5E,Apple
D8:BB:2C,Apple
D8:CF:9C,Apple
D8:D1:CB,Apple
DC:0C:5C,Apple
DC:2B:2A,Apple
DC:2B:61,Apple
DC:37:18,Apple
DC:3F:32,Apple
DC:41:5F,Apple
DC:86:D8,Apple
DC:9B:9C,Apple
DC:A4:CA,Apple
DC:A9:04,Apple
DC:E5:5B,Apple
E0:05:C5,Apple
E0:0E:DA,Apple
E0:33:8E,Apple
E0:5F:45,Apple
E0:66:78,Apple
E0:89:7E,Apple
E0:AC:CB,Apple
E0:B5:2D,Apple
E0:B9:4D,Apple
E0:C7:67,Apple
E0:C9:7A,Apple
E0:F5:C6,Apple
E0:F8:47,Apple
E4:25:E7,Apple
E4:8B:7F,Apple
E4:98:D6,Apple
E4:9A:79,Apple
E4:C6:3D,Apple
E4:CE:8F,Apple
E8:04:0B,Apple
E8:06:88,Apple
E8:40:40,Apple
E8:80:2E,Apple
E8:8D:28,Apple
EC:35:86,Apple
EC:85:2F,Apple
F0:18:98,Apple
F0:24:75,Apple
F0:99:BF,Apple
F0:B4:79,Apple
F0:C3:71,Apple
F0:CB:A1,Apple
F0:D1:A9,Apple
F0:DB:E2,Apple
F0:DC:E2,Apple
F0:F6:1C,Apple
F4:0F:24,Apple
F4:1B:A1,Apple
F4:37:B7,Apple
F4:5C:89,Apple
F4:F1:5A,Apple
F4:F9:51,Apple
F8:1E:DF,Apple
F8:27:93,Apple
F8:2D:7C,Apple
F8:4C:E9,Apple
F8:95:C7,Apple
FC:25:3F,Apple
FC:64:BA,Apple
FC:E9:98,Apple
FC:FC:48,Apple
00:00:F0,Samsung
00:07:AB,Samsung
00:09:18,Samsung
00:0D:AE,Samsung
00:12:47,Samsung
00:12:FB,Samsung
00:13:77,Samsung
00:15:99,Samsung
00:15:B9,Samsung
00:16:6B,Samsung
00:16:6C,Samsung
00:16:DB,Samsung
00:17:C9,Samsung
00:17:D5,Samsung
00:18:AF,Samsung
00:1A:8A,Samsung
00:1B:98,Samsung
00:1C:43,Samsung
00:1D:25,Samsung
00:1D:F6,Samsung
00:1E:7D,Samsung
00:1E:E1,Samsung
00:1E:E2,Samsung
00:1F:CC,Samsung
00:21:19,Samsung
00:21:4C,Samsung
00:23:39,Samsung
00:23:D6,Samsung
00:23:D7,Samsung
00:24:54,Samsung
00:24:90,Samsung
00:24:91,Samsung
00:24:E9,Samsung
00:26:37,Samsung
00:26:5D,Samsung
00:26:5F,Samsung
00:E0:64,Samsung
08:08:C2,Samsung
08:37:3D,Samsung
08:D4:2B,Samsung
0C:14:20,Samsung
0C:89:10,Samsung
10:1D:C0,Samsung
14:49:E0,Samsung
14:7D:C5,Samsung
14:A5:1A,Samsung
18:3F:47,Samsung
18:64:72,Samsung
18:CC:18,Samsung
1C:5A:3E,Samsung
20:13:E0,Samsung
20:64:32,Samsung
20:A5:BF,Samsung
24:0B:0A,Samsung
28:39:5E,Samsung
28:57:BE,Samsung
2C:44:01,Samsung
2C:44:FD,Samsung
2C:54:CF,Samsung
2C:8A:72,Samsung
30:19:66,Samsung
30:40:F4,Samsung
30:CD:A7,Samsung
34:02:86,Samsung
34:23:87,Samsung
34:7E:5C,Samsung
34:AA:8B,Samsung
34:C3:AC,Samsung
38:0A:94,Samsung
38:16:D1,Samsung
38:AA:3C,Samsung
38:E7:D8,Samsung
3C:5A:37,Samsung
3C:62:00,Samsung
3C:7D:0A,Samsung
40:0E:85,Samsung
40:23:43,Samsung
40:4D:8E,Samsung
40:7C:7D,Samsung
44:00:49,Samsung
44:4E:1A,Samsung
44:91:60,Samsung
48:5A:3F,Samsung
48:5D:36,Samsung
48:DB:50,Samsung
4C:3C:16,Samsung
4C:BC:A5,Samsung
50:01:BB,Samsung
50:32:75,Samsung
50:CC:F8,Samsung
54:88:0E,Samsung
54:92:BE,Samsung
54:B8:0A,Samsung
58:21:70,Samsung
58:A8:39,Samsung
5C:0A:5B,Samsung
5C:0E:8B,Samsung
5C:3C:27,Samsung
60:6B:BD,Samsung
60:D0:A9,Samsung
60:F4:45,Samsung
64:1C:AE,Samsung
64:6E:97,Samsung
64:77:91,Samsung
68:27:37,Samsung
68:A3:78,Samsung
68:DF:DD,Samsung
6C:2F:2C,Samsung
6C:40:08,Samsung
6C:83:36,Samsung
6C:94:F8,Samsung
70:2A:D5,Samsung
70:5A:0F,Samsung
70:F9:27,Samsung
74:40:BB,Samsung
74:45:8A,Samsung
74:5F:00,Samsung
78:1F:DB,Samsung
78:25:AD,Samsung
78:40:E4,Samsung
78:47:1D,Samsung
78:59:5E,Samsung
78:9E:D0,Samsung
78:A8:73,Samsung
78:D6:F0,Samsung
7C:11:CB,Samsung
7C:1C:68,Samsung
7C:61:66,Samsung
7C:B0:C2,Samsung
80:18:A7,Samsung
80:57:19,Samsung
80:7A:BF,Samsung
84:38:38,Samsung
84:55:A5,Samsung
84:A4:66,Samsung
84:B1:53,Samsung
88:32:9B,Samsung
88:36:6C,Samsung
88:BD:45,Samsung
8C:0E:E3,Samsung
8C:71:F8,Samsung
8C:77:12,Samsung
8C:BE:BE,Samsung
90:18:7C,Samsung
94:35:0A,Samsung
94:51:03,Samsung
94:D7:29,Samsung
98:52:B1,Samsung
9C:02:98,Samsung
9C:3A:AF,Samsung
9C:B6:D0,Samsung
A0:07:98,Samsung
A0:0B:BA,Samsung
A0:21:95,Samsung
A0:75:91,Samsung
A0:8E:78,Samsung
A4:EB:D3,Samsung
A8:06:00,Samsung
A8:F2:74,Samsung
AC:36:13,Samsung
AC:5A:14,Samsung
AC:5F:3E,Samsung
AC:B5:7D,Samsung
B0:C5:59,Samsung
B0:C7:45,Samsung
B0:DF:3A,Samsung
B4:07:F9,Samsung
B4:79:A7,Samsung
B4:EF:39,Samsung
B8:5E:7B,Samsung
BC:14:01,Samsung
BC:20:BA,Samsung
BC:44:86,Samsung
BC:72:B1,Samsung
BC:79:AD,Samsung
BC:85:1F,Samsung
BC:8C:CD,Samsung
BC:B1:F3,Samsung
C0:71:FE,Samsung
C0:BD:D1,Samsung
C4:42:02,Samsung
C4:57:6E,Samsung
C4:73:1E,Samsung
C8:19:F7,Samsung
C8:3D:D4,Samsung
C8:A8:23,Samsung
CC:3A:61,Samsung
CC:B1:1A,Samsung
CC:C7:60,Samsung
CC:D9:8C,Samsung
CC:FE:3C,Samsung
D0:17:6A,Samsung
D0:22:BE,Samsung
D0:59:E4,Samsung
D0:66:7B,Samsung
D0:87:E2,Samsung
D0:DF:C7,Samsung
D4:88:90,Samsung
D4:87:D8,Samsung
D4:E8:B2,Samsung
D8:57:EF,Samsung
D8:90:E8,Samsung
DC:0B:1A,Samsung
DC:71:44,Samsung
E0:99:71,Samsung
E4:12:1D,Samsung
E4:40:E2,Samsung
E4:92:FB,Samsung
E4:B0:21,Samsung
E8:03:9A,Samsung
E8:11:32,Samsung
E8:50:8B,Samsung
EC:1D:8B,Samsung
EC:9B:F3,Samsung
F0:08:D1,Samsung
F0:25:B7,Samsung
F0:5A:09,Samsung
F0:72:8C,Samsung
F0:E7:7E,Samsung
F4:09:D8,Samsung
F4:39:09,Samsung
F4:5C:89,Samsung
F4:7B:5E,Samsung
F4:7D:EF,Samsung
F8:04:2E,Samsung
F8:D0:BD,Samsung
FC:00:12,Samsung
FC:03:9F,Samsung
FC:A1:3E,Samsung
00:1A:11,Google
18:B4:30,Google
1C:F2:9A,Google
3C:5A:B4,Google
44:07:0B,Google
54:60:09,Google
58:20:B1,Google
6C:AD:F8,Google
74:E5:43,Google
80:ED:2C,Google
84:1B:5E,Google
90:E7:C4,Google
AC:63:BE,Google
B4:F0:AB,Google
CC:3D:82,Google
D8:0B:9A,Google
E4:F0:42,Google
E8:99:C4,Google
F4:F5:24,Google
F8:8F:CA,Google
00:71:47,Amazon
00:FC:8B,Amazon
04:C8:07,Amazon
0C:47:C9,Amazon
10:AE:60,Amazon
18:74:2E,Amazon
1C:12:B0,Amazon
24:0B:88,Amazon
2C:F0:EE,Amazon
34:D2:70,Amazon
38:F7:3D,Amazon
3C:84:6A,Amazon
40:B4:CD,Amazon
44:65:0D,Amazon
4C:EF:C0,Amazon
50:DC:E7,Amazon
50:F5:DA,Amazon
6C:56:97,Amazon
74:75:48,Amazon
74:C2:46,Amazon
78:E1:03,Amazon
84:D6:D0,Amazon
8C:6D:50,Amazon
A4:50:46,Amazon
A8:8E:24,Amazon
B0:7F:B9,Amazon
B4:7C:9C,Amazon
CC:50:E3,Amazon
D8:34:FB,Amazon
F0:27:2D,Amazon
F0:6E:0B,Amazon
FC:65:DE,Amazon
FC:A6:67,Amazon
00:0C:43,Raspberry Pi
28:CD:C1,Raspberry Pi
B8:27:EB,Raspberry Pi
DC:A6:32,Raspberry Pi
E4:5F:01,Raspberry Pi
00:27:19,TP-Link
08:57:00,TP-Link
0C:80:63,TP-Link
14:CF:92,TP-Link
1C:3B:F3,TP-Link
30:B5:C2,TP-Link
50:C7:BF,TP-Link
54:A5:1B,TP-Link
60:E3:27,TP-Link
74:DA:88,TP-Link
84:16:F9,TP-Link
94:0C:6D,TP-Link
A0:F3:C1,TP-Link
B0:4E:26,TP-Link
C0:25:E9,TP-Link
C4:71:54,TP-Link
C8:3A:35,TP-Link
D8:07:B6,TP-Link
E8:DE:27,TP-Link
F4:EC:38,TP-Link
00:9E:C8,Xiaomi
04:CF:8C,Xiaomi
10:2A:B3,Xiaomi
28:6C:07,Xiaomi
34:CE:00,Xiaomi
50:8F:4C,Xiaomi
64:09:80,Xiaomi
64:B4:73,Xiaomi
78:02:F8,Xiaomi
78:11:DC,Xiaomi
7C:49:EB,Xiaomi
98:FA:E3,Xiaomi
A0:86:C6,Xiaomi
AC:C1:EE,Xiaomi
B0:E2:35,Xiaomi
C4:0B:CB,Xiaomi
C8:FF:77,Xiaomi
D4:97:0B,Xiaomi
DC:F5:05,Xiaomi
F0:B4:29,Xiaomi
00:18:82,Huawei
00:1E:10,Huawei
00:25:9E,Huawei
00:46:4B,Huawei
00:5A:13,Huawei
00:66:4B,Huawei
00:E0:FC,Huawei
08:19:A6,Huawei
08:7A:4C,Huawei
0C:37:DC,Huawei
0C:96:BF,Huawei
10:C6:1F,Huawei
18:68:CB,Huawei
18:8B:9D,Huawei
1C:1D:67,Huawei
20:F3:A3,Huawei
28:6E:D4,Huawei
28:D1:27,Huawei
2C:AB:00,Huawei
34:6B:D3,Huawei
38:BC:1A,Huawei
3C:FA:43,Huawei
44:6E:E5,Huawei
48:46:FB,Huawei
4C:54:99,Huawei
50:01:6B,Huawei
54:25:EA,Huawei
54:51:1B,Huawei
54:89:98,Huawei
5C:C3:07,Huawei
60:DE:44,Huawei
64:3E:8C,Huawei
68:3E:34,Huawei
6C:E8:73,Huawei
70:7B:E8,Huawei
74:A5:28,Huawei
78:D7:52,Huawei
80:38:BC,Huawei
80:71:7A,Huawei
84:A8:E4,Huawei
88:CF:98,Huawei
8C:34:FD,Huawei
90:17:AC,Huawei
94:B8:C5,Huawei
98:54:1B,Huawei
98:9B:CB,Huawei
9C:28:EF,Huawei
9C:52:F8,Huawei
9C:A9:F4,Huawei
A0:02:DC,Huawei
A4:71:74,Huawei
A8:16:B2,Huawei
AC:85:3D,Huawei
B4:30:52,Huawei
C0:18:03,Huawei
C8:14:79,Huawei
C8:51:95,Huawei
CC:96:A0,Huawei
D0:7A:B5,Huawei
D4:6A:A8,Huawei
D4:6E:5C,Huawei
D4:C8:B0,Huawei
D8:49:2F,Huawei
DC:D9:16,Huawei
E0:19:1D,Huawei
E0:24:7F,Huawei
E4:D3:F1,Huawei
E8:BA:70,Huawei
EC:23:3D,Huawei
F0:79:59,Huawei
F4:C7:14,Huawei
F8:4A:BF,Huawei
FC:48:EF,Huawei
00:01:4A,Sony
00:04:1F,Sony
00:0A:D9,Sony
00:13:15,Sony
00:16:FE,Sony
00:19:63,Sony
00:19:C5,Sony
00:1A:80,Sony
00:1B:FB,Sony
00:1D:BA,Sony
00:22:3F,Sony
00:23:06,Sony
00:24:BE,Sony
04:5D:4B,Sony
08:6D:41,Sony
10:05:CA,Sony
10:4F:A8,Sony
14:AB:C5,Sony
30:39:26,Sony
30:F9:ED,Sony
34:7E:39,Sony
54:42:49,Sony
58:91:12,Sony
60:38:E0,Sony
64:D4:BD,Sony
80:C6:AB,Sony
9C:A3:BA,Sony
AC:9B:0A,Sony
BC:30:7D,Sony
C0:61:18,Sony
CC:FA:00,Sony
FC:0F:E6,Sony
00:06:5B,Dell
00:08:74,Dell
00:0B:DB,Dell
00:0D:56,Dell
00:0F:1F,Dell
00:11:43,Dell
00:12:3F,Dell
00:13:72,Dell
00:14:22,Dell
00:15:C5,Dell
00:18:8B,Dell
00:19:B9,Dell
00:1A:A0,Dell
00:1C:23,Dell
00:1D:09,Dell
00:1E:4F,Dell
00:1E:C9,Dell
00:21:70,Dell
00:21:9B,Dell
00:22:19,Dell
00:23:AE,Dell
00:24:E8,Dell
00:25:64,Dell
00:26:B9,Dell
14:FE:B5,Dell
18:03:73,Dell
18:A9:05,Dell
18:FB:7B,Dell
1C:40:24,Dell
20:47:47,Dell
34:17:EB,Dell
34:E6:D7,Dell
44:A8:42,Dell
4C:76:25,Dell
5C:F9:DD,Dell
74:86:7A,Dell
78:2B:CB,Dell
78:AC:C0,Dell
80:18:44,Dell
84:2B:2B,Dell
84:7B:EB,Dell
90:B1:1C,Dell
98:90:96,Dell
A4:BA:DB,Dell
B0:83:FE,Dell
B8:2A:72,Dell
B8:AC:6F,Dell
BC:30:5B,Dell
C8:1F:66,Dell
D0:43:1E,Dell
D0:67:E5,Dell
D4:81:D7,Dell
D4:AE:52,Dell
D4:BE:D9,Dell
E0:DB:55,Dell
E4:F0:04,Dell
F0:1F:AF,Dell
F0:4D:A2,Dell
F8:B1:56,Dell
F8:BC:12,Dell
F8:DB:88,Dell
00:01:E6,HP
00:08:83,HP
00:0E:7F,HP
00:10:83,HP
00:11:0A,HP
00:12:79,HP
00:13:21,HP
00:14:38,HP
00:14:C2,HP
00:15:60,HP
00:16:35,HP
00:17:08,HP
00:17:A4,HP
00:18:71,HP
00:18:FE,HP
00:19:BB,HP
00:1A:4B,HP
00:1B:78,HP
00:1C:C4,HP
00:1E:0B,HP
00:1F:29,HP
00:21:5A,HP
00:22:64,HP
00:23:7D,HP
00:24:81,HP
00:25:B3,HP
00:26:55,HP
08:00:09,HP
10:1F:74,HP
14:58:D0,HP
1C:98:EC,HP
20:68:9D,HP
28:92:4A,HP
2C:27:D7,HP
2C:30:33,HP
2C:41:38,HP
2C:59:E5,HP
30:E1:71,HP
38:63:BB,HP
3C:4A:92,HP
3C:52:82,HP
3C:D9:2B,HP
40:5B:D8,HP
48:0F:CF,HP
4C:39:09,HP
50:65:F3,HP
54:80:28,HP
54:E6:FC,HP
5C:8A:38,HP
64:51:06,HP
68:B5:99,HP
6C:3B:E5,HP
6C:C2:17,HP
70:5A:0F,HP
70:81:05,HP
78:24:AF,HP
78:92:9C,HP
78:E3:B5,HP
80:C1:6E,HP
9C:2A:70,HP
A0:1D:48,HP
A0:2B:B8,HP
A0:B3:CC,HP
A4:5D:36,HP
A8:BD:27,HP
B0:5A:DA,HP
B4:99:BA,HP
B4:B5:2F,HP
B8:AF:67,HP
C8:CB:B8,HP
C8:D3:FF,HP
CC:3E:5F,HP
D0:7E:28,HP
D4:85:64,HP
D8:9D:67,HP
D8:CB:8A,HP
DC:4A:3E,HP
E8:39:35,HP
EC:9A:74,HP
F4:CE:46,HP
FC:15:B4,HP
00:1C:62,LG
00:1E:75,LG
00:1F:6B,LG
00:22:A9,LG
00:24:83,LG
00:26:E2,LG
00:E0:91,LG
10:68:3F,LG
18:1E:B0,LG
18:5C:31,LG
18:E2:C2,LG
1C:62:B8,LG
20:21:A5,LG
20:3D:B2,LG
24:FD:52,LG
34:FC:B9,LG
40:FC:89,LG
44:E4:D9,LG
48:44:F7,LG
4C:49:E3,LG
54:B8:0A,LG
54:BD:79,LG
58:FD:B1,LG
60:36:DD,LG
64:BC:0C,LG
68:C4:4D,LG
6C:D6:8A,LG
70:F3:95,LG
74:E5:0B,LG
78:5D:C8,LG
80:FB:06,LG
84:25:DB,LG
90:B6:86,LG
A0:39:F7,LG
A0:91:69,LG
A4:08:EA,LG
A8:16:B2,LG
B4:E6:2A,LG
BC:F5:AC,LG
C4:43:8F,LG
CC:2D:8C,LG
D0:13:FD,LG
D0:C1:B1,LG
E0:B9:4D,LG
E8:5B:5B,LG
F8:8E:85,LG
FC:B0:DE,LG
00:03:FF,Microsoft
00:0D:3A,Microsoft
00:12:5A,Microsoft
00:15:5D,Microsoft
00:17:FA,Microsoft
00:1D:D8,Microsoft
00:22:48,Microsoft
00:24:54,Microsoft
00:25:AE,Microsoft
00:50:F2,Microsoft
04:0E:3C,Microsoft
18:60:24,Microsoft
28:18:78,Microsoft
34:DE:1A,Microsoft
38:D5:47,Microsoft
54:27:58,Microsoft
60:45:BD,Microsoft
68:17:29,Microsoft
7C:1E:52,Microsoft
7C:5F:02,Microsoft
7C:ED:8D,Microsoft
90:59:AF,Microsoft
98:5F:D3,Microsoft
A0:A8:CD,Microsoft
A0:CE:C8,Microsoft
B4:AE:2B,Microsoft
C0:24:E2,Microsoft
D0:57:7B,Microsoft
D8:61:62,Microsoft
D8:C4:6A,Microsoft
E0:0C:7F,Microsoft
E0:D4:E8,Microsoft
E8:96:53,Microsoft
00:09:5B,Netgear
00:0F:B5,Netgear
00:14:6C,Netgear
00:18:4D,Netgear
00:1B:2F,Netgear
00:1E:2A,Netgear
00:1F:33,Netgear
00:24:B2,Netgear
00:26:F2,Netgear
00:8E:F2,Netgear
08:02:8E,Netgear
08:BD:43,Netgear
08:CC:27,Netgear
10:0D:7F,Netgear
20:0C:C8,Netgear
20:E5:2A,Netgear
28:C6:8E,Netgear
30:46:9A,Netgear
32:97:D4,Netgear
38:64:C7,Netgear
44:94:FC,Netgear
4C:60:DE,Netgear
50:3E:AA,Netgear
74:44:01,Netgear
90:6E:BB,Netgear
9C:D3:6D,Netgear
A0:04:60,Netgear
A0:21:B7,Netgear
A0:40:A0,Netgear
A4:2B:8C,Netgear
B0:39:56,Netgear
C0:3F:0E,Netgear
C4:04:15,Netgear
CC:40:D0,Netgear
E0:46:9A,Netgear
E0:91:F5,Netgear
F4:3E:61,Netgear
00:02:B3,Intel
00:03:47,Intel
00:04:23,Intel
00:07:E9,Intel
00:0C:F1,Intel
00:0E:0C,Intel
00:11:11,Intel
00:12:F0,Intel
00:13:02,Intel
00:13:20,Intel
00:13:CE,Intel
00:13:E8,Intel
00:15:00,Intel
00:16:6F,Intel
00:16:76,Intel
00:16:EA,Intel
00:18:DE,Intel
00:19:D1,Intel
00:19:D2,Intel
00:1B:21,Intel
00:1B:77,Intel
00:1C:BF,Intel
00:1D:E0,Intel
00:1D:E1,Intel
00:1E:64,Intel
00:1E:65,Intel
00:1E:67,Intel
00:1F:3A,Intel
00:1F:3B,Intel
00:1F:3C,Intel
00:21:5C,Intel
00:21:5D,Intel
00:21:6A,Intel
00:21:6B,Intel
00:22:FA,Intel
00:22:FB,Intel
00:23:14,Intel
00:23:15,Intel
00:24:D6,Intel
